   1.5914444e+01	   8.4911111e+00	   7.4333333e+00	
   1.5422222e+01	   8.7311111e+00	   7.3455556e+00	
   1.5576667e+01	   9.9533333e+00	   7.5933333e+00	
   1.7884444e+01	   1.1635556e+01	   8.3177778e+00	
   1.9017778e+01	   1.3342222e+01	   8.5844444e+00	
   2.2068889e+01	   1.6197778e+01	   9.4388889e+00	
   2.4111111e+01	   1.9215556e+01	   1.1166667e+01	
   3.0598889e+01	   2.5391111e+01	   1.3818889e+01	
   3.9725556e+01	   3.0317778e+01	   1.5711111e+01	
   4.3866667e+01	   3.8193333e+01	   1.9698889e+01	
   5.5846667e+01	   4.7953333e+01	   2.4290000e+01	
   7.2910000e+01	   6.1380000e+01	   3.1861111e+01	
   8.2083333e+01	   7.2293333e+01	   3.6061111e+01	
   1.1095889e+02	   9.6415556e+01	   4.8417778e+01	
   1.3449889e+02	   1.1797111e+02	   5.7171111e+01	
   1.8102222e+02	   1.5371333e+02	   7.7507778e+01	
   2.3414556e+02	   1.9752889e+02	   1.0023333e+02	
   2.8850889e+02	   2.4176222e+02	   1.2126889e+02	
   3.5844333e+02	   3.0507556e+02	   1.5175667e+02	
   4.3818111e+02	   3.7152889e+02	   1.8445444e+02	
   5.6521556e+02	   4.7336222e+02	   2.3617222e+02	
   7.0854556e+02	   5.9216444e+02	   2.9669000e+02	
   8.9441444e+02	   7.4913556e+02	   3.7754111e+02	
   1.1448378e+03	   9.6605333e+02	   4.9050444e+02	
   1.4179933e+03	   1.1880022e+03	   6.0383889e+02	
   1.7593844e+03	   1.4697356e+03	   7.4683667e+02	
   2.2325489e+03	   1.8591178e+03	   9.4058778e+02	
   2.8768878e+03	   2.4023556e+03	   1.2211833e+03	
   3.5647711e+03	   2.9867000e+03	   1.5218367e+03	
   4.5384878e+03	   3.7784600e+03	   1.9209367e+03	
   5.8218744e+03	   4.8345178e+03	   2.4603933e+03	
   7.0462322e+03	   5.8475489e+03	   2.9854767e+03	
   9.0494256e+03	   7.5213578e+03	   3.8490367e+03	
   1.1371968e+04	   9.4102844e+03	   4.8299089e+03	
   1.3966556e+04	   1.1558791e+04	   5.9605189e+03	
   1.6384000e+04	   1.4799224e+04	   7.6620856e+03	
   1.6384000e+04	   1.6380000e+04	   9.8710678e+03	
   1.6384000e+04	   1.6380000e+04	   1.2331443e+04	
   1.6384000e+04	   1.6380000e+04	   1.5529083e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6326666e+04	   1.3510964e+04	   6.9285278e+03	
   1.1311111e+01	   5.6822222e+00	   5.8800000e+00	
   1.3157778e+01	   6.2000000e+00	   6.5044444e+00	
   1.4825556e+01	   7.0755556e+00	   7.6300000e+00	
   1.1094444e+01	   6.3844444e+00	   5.4155556e+00	
   1.5793333e+01	   8.5333333e+00	   7.9233333e+00	
   1.8141111e+01	   9.8711111e+00	   8.9222222e+00	
   1.3967778e+01	   9.6488889e+00	   7.3977778e+00	
   1.7271111e+01	   1.0888889e+01	   8.5422222e+00	
   1.8888889e+01	   1.4300000e+01	   9.5611111e+00	
   2.2987778e+01	   1.6806667e+01	   1.0725556e+01	
   2.4306667e+01	   1.9322222e+01	   1.1451111e+01	
   3.4895556e+01	   2.7977778e+01	   1.6077778e+01	
   3.7940000e+01	   3.3515556e+01	   1.6948889e+01	
   4.8406667e+01	   4.2491111e+01	   2.2048889e+01	
   5.9527778e+01	   5.3242222e+01	   2.7897778e+01	
   7.3603333e+01	   6.2148889e+01	   3.1100000e+01	
   1.0222222e+02	   8.4866667e+01	   4.2781111e+01	
   1.2189000e+02	   1.0752889e+02	   5.2768889e+01	
   1.5788889e+02	   1.3463111e+02	   6.6982222e+01	
   2.0109556e+02	   1.7287333e+02	   8.7387778e+01	
   2.5453111e+02	   2.1476444e+02	   1.0923444e+02	
   3.1684000e+02	   2.6512444e+02	   1.3318889e+02	
   4.1318667e+02	   3.4722889e+02	   1.7285667e+02	
   5.0658444e+02	   4.2887111e+02	   2.1375000e+02	
   6.3035778e+02	   5.3314222e+02	   2.6389444e+02	
   8.1931000e+02	   6.8749111e+02	   3.4355222e+02	
   1.0222856e+03	   8.5712000e+02	   4.3295556e+02	
   1.2632656e+03	   1.0585467e+03	   5.3931222e+02	
   1.6228611e+03	   1.3517178e+03	   6.8145889e+02	
   2.0088911e+03	   1.6827533e+03	   8.4627000e+02	
   2.4916767e+03	   2.0876644e+03	   1.0511322e+03	
   3.1426989e+03	   2.6337556e+03	   1.3365989e+03	
   4.0283589e+03	   3.3669178e+03	   1.7084789e+03	
   5.1742256e+03	   4.3254978e+03	   2.2002044e+03	
   6.1995567e+03	   5.1570600e+03	   2.6129867e+03	
   7.5639756e+03	   6.2982156e+03	   3.2103278e+03	
   1.0434139e+04	   8.6434378e+03	   4.4150378e+03	
   1.2916774e+04	   1.0646171e+04	   5.4273267e+03	
   1.5666558e+04	   1.2958227e+04	   6.6894900e+03	
   1.6384000e+04	   1.6344380e+04	   8.5556478e+03	
   1.6384000e+04	   1.6380000e+04	   1.0606844e+04	
   1.6384000e+04	   1.6380000e+04	   1.3300169e+04	
   1.6384000e+04	   1.6380000e+04	   1.6376072e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   7.4176400e+03	   6.1533756e+03	   3.1169211e+03	
   2.5368889e+01	   2.3124444e+01	   1.4415556e+01	
   3.2883333e+01	   2.8657778e+01	   1.6131111e+01	
   4.1894444e+01	   3.6511111e+01	   1.9300000e+01	
   4.4215556e+01	   4.1575556e+01	   2.0155556e+01	
   6.5406667e+01	   5.7504444e+01	   2.8042222e+01	
   6.9552222e+01	   6.5713333e+01	   3.0618889e+01	
   9.9033333e+01	   8.7031111e+01	   4.2227778e+01	
   1.2590778e+02	   1.1139556e+02	   5.4748889e+01	
   1.6259556e+02	   1.4196889e+02	   6.8424444e+01	
   2.1312333e+02	   1.8088444e+02	   9.0567778e+01	
   2.5933778e+02	   2.1863556e+02	   1.0922556e+02	
   3.2422000e+02	   2.7651111e+02	   1.3646000e+02	
   3.9881556e+02	   3.4020889e+02	   1.6994000e+02	
   5.1817333e+02	   4.4494444e+02	   2.1988667e+02	
   6.6705000e+02	   5.6107778e+02	   2.7934778e+02	
   8.3238778e+02	   7.0227111e+02	   3.5129222e+02	
   1.0702456e+03	   9.0612222e+02	   4.5698889e+02	
   1.3600867e+03	   1.1440044e+03	   5.8224222e+02	
   1.6415178e+03	   1.3762267e+03	   6.9179222e+02	
   2.1273244e+03	   1.7820178e+03	   8.9395222e+02	
   2.7270278e+03	   2.2734111e+03	   1.1415844e+03	
   3.3537100e+03	   2.8019089e+03	   1.4194811e+03	
   4.2233656e+03	   3.5489311e+03	   1.7956333e+03	
   5.3793211e+03	   4.4969311e+03	   2.2912667e+03	
   6.7694233e+03	   5.6183978e+03	   2.8390656e+03	
   8.6948956e+03	   7.2570267e+03	   3.7009611e+03	
   1.0810071e+04	   8.9904511e+03	   4.5922856e+03	
   1.3426722e+04	   1.1132407e+04	   5.7036878e+03	
   1.6380434e+04	   1.3911051e+04	   7.1572411e+03	
   1.6384000e+04	   1.6377949e+04	   8.8856078e+03	
   1.6384000e+04	   1.6380000e+04	   1.1398046e+04	
   1.6384000e+04	   1.6380000e+04	   1.4778668e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   1.6384000e+04	   1.6380000e+04	   1.6384000e+04	
   	
