400	1884277.743	836476.1476	5748643.408
410	1651034.866	1316497.913	5271400.825
420	1251045.33	1533002.414	7432677.221
430	1227730.791	2354191.281	14996734.76
440	1049403.101	3187098.278	25066851.39
450	814191.3318	3832792.429	29766365.58
460	789137.1612	5270844.948	29375606.53
470	1142163.012	8544195.507	30103752.12
480	1310982.967	11992506.3	26786904.88
490	1241715.186	13688359.61	21226453.89
500	1474488.757	16509287.22	13104599.84
510	2642147.905	25671265.8	9171750.635
520	5241828.949	31249392.58	4056767.172
530	7088535.802	32822338.02	1414820.216
540	4728133.863	31185429.49	643703.8997
550	2091814.484	28248619.45	242859.0366
560	2082046.618	24535566.72	100693.9424
570	6925447.926	21075444.86	47355.24454
580	30234726.26	15077043.73	51017.17795
590	54877668.06	9670468.057	51842.90977
600	54804385.79	4803803.121	28176.37783
610	44926506.61	1634582.29	21613.1554
620	41908296.74	1047957.581	90254.16492
630	29905320.62	315367.1273	18575.04611
640	20852608.94	189762.723	17235.65191
650	16090536.21	233100.362	26133.45265
660	11005642.36	81335.40888	19901.63135
670	7897865.279	80167.75167	12524.86383
680	5553678.608	109020.0396	12201.94242
690	3470860.154	118413.9611	8445.669209
700	2499667.114	121795.7341	6721.337325
